space,,,,,,,,,,,,
addLawyer,99,Ryan,Yu,20/07/1976,53225 David Gardens,(506)894-4148,wrios@smith.org,M,realEstate,6032,139308.48,
addDepartment,100,Corporate Law Department,51,9064 Carr Route,copyright,,rochasara@king.info,F,damages,6479,108539.3,
addDepartment,101,Family Law Department,52,0574 Hill Hollow Apt. 280,damages,,,,,,,
addDepartment,102,Criminal Justice Department,53,750 Wilkins Ville,medicalMalpractice,,,,,,,
addDepartment,103,Real Estate Department,54,0698 Clark Haven,copyright,,,,,,,
addDepartment,104,Corporate Law Department,55,0597 Jacob Bridge Apt. 598,family,,,,,,,
addDepartment,105,Criminal Justice Department,56,30239 Carson Bypass Suite 147,criminal,,,,,,,
addDepartment,106,Criminal Justice Department,57,637 Nelson Road Suite 848,medicalMalpractice,,,,,,,
addDepartment,107,Criminal Justice Department,58,960 Sherri Course Suite 901,realEstate,,,,,,,
addDepartment,108,Civil Rights Department,59,2181 Joseph Field,copyright,,,,,,,
addDepartment,109,Real Estate Department,60,89044 Shaw Square Suite 976,realEstate,,,,,,,
addJudgeToDepartment,26,100,,,,,,,,,,
addJudgeToDepartment,27,101,,,,,,,,,,
addJudgeToDepartment,28,102,,,,,,,,,,
addJudgeToDepartment,29,103,,,,,,,,,,
addJudgeToDepartment,30,104,,,,,,,,,,
addJudgeToDepartment,31,105,,,,,,,,,,
addJudgeToDepartment,32,106,,,,,,,,,,
addJudgeToDepartment,33,107,,,,,,,,,,
addJudgeToDepartment,34,108,,,,,,,,,,
addJudgeToDepartment,35,109,,,,,,,,,,
addJudgeToDepartment,36,100,,,,,,,,,,
addJudgeToDepartment,37,101,,,,,,,,,,
addJudgeToDepartment,38,102,,,,,,,,,,
addJudgeToDepartment,39,103,,,,,,,,,,
addJudgeToDepartment,40,100,,,,,,,,,,
addJudgeToDepartment,41,101,,,,,,,,,,
addJudgeToDepartment,42,102,,,,,,,,,,
addJudgeToDepartment,43,107,,,,,,,,,,
addJudgeToDepartment,44,108,,,,,,,,,,
addJudgeToDepartment,45,109,,,,,,,,,,
addJudgeToDepartment,46,100,,,,,,,,,,
addJudgeToDepartment,47,101,,,,,,,,,,
addJudgeToDepartment,48,102,,,,,,,,,,
addJudgeToDepartment,49,103,,,,,,,,,,
addJudgeToDepartment,50,104,,,,,,,,,,
addJudgeToDepartment,37,105,,,,,,,,,,
addLawyerToDepartment,76,106,,,,,,,,,,
addLawyerToDepartment,77,107,,,,,,,,,,
addLawyerToDepartment,78,108,,,,,,,,,,
addLawyerToDepartment,79,109,,,,,,,,,,
addLawyerToDepartment,80,100,,,,,,,,,,
addLawyerToDepartment,81,101,,,,,,,,,,
addLawyerToDepartment,82,102,,,,,,,,,,
addLawyerToDepartment,83,103,,,,,,,,,,
addLawyerToDepartment,84,104,,,,,,,,,,
addLawyerToDepartment,85,105,,,,,,,,,,
addLawyerToDepartment,86,106,,,,,,,,,,
addLawyerToDepartment,87,107,,,,,,,,,,
addLawyerToDepartment,88,108,,,,,,,,,,
addLawyerToDepartment,89,109,,,,,,,,,,
addLawyerToDepartment,90,200,,,,,,,,,,
addLawyerToDepartment,91,101,,,,,,,,,,
addLawyerToDepartment,92,102,,,,,,,,,,
addLawyerToDepartment,93,103,,,,,,,,,,
addLawyerToDepartment,94,104,,,,,,,,,,
addLawyerToDepartment,95,105,,,,,,,,,,
addLawyerToDepartment,96,106,,,,,,,,,,
addLawyerToDepartment,97,107,,,,,,,,,,
addLawyerToDepartment,98,108,,,,,,,,,,
addLawyerToDepartment,99,109,,,,,,,,,,
addLawyerToDepartment,90,100,,,,,,,,,,
addCase,1,21/11/2023,inProcess,damages,76,,,,,,,
addCase,2,21/04/2020,finished,realEstate,77,,,,,,,
addCase,3,18/03/2023,canceled,damages,78,,,,,,,
addCase,23,19/06/2022,inProcess,realEstate,79,,,,,,,
addCase,5,31/07/2024,finished,medicalMalpractice,80,,,,,,,
addCase,24,27/02/2021,inProcess,criminal,76,,,,,,,
addCase,25,10/3/2024,finished,traffic,77,,,,,,,
addCase,8,14/02/2021,canceled,criminal,78,,,,,,,
addCase,9,23/01/2023,inProcess,criminal,79,,,,,,,
addCase,10,4/12/2023,finished,criminal,80,,,,,,,
addCase,15,12/11/2020,inProcess,criminal,76,,,,,,,
addCase,16,8/5/2023,finished,family,77,,,,,,,
addCase,17,24/07/2023,canceled,family,78,,,,,,,
addCase,18,27/07/2023,inProcess,family,79,,,,,,,
addCase,20,24/08/2020,finished,family,80,,,,,,,
addVerdict ,Sign support raise through full author per garden.,24/07/2024,29,1,,,,,,,,
addVerdict,Finish heart role nothing program ask radio race.,30/01/2024,44,12,,,,,,,,
addVerdict,Hold think central race me forward rich.,28/05/2023,27,5,,,,,,,,
addVerdict,Blood result must benefit finish walk indeed return imagine.,27/11/2020,38,2,,,,,,,,
addVerdict,Small commercial consumer relationship painting build around short company.,12/12/2021,47,12,,,,,,,,
addVerdict,Firm paper attention campaign car Mr be community grow.,28/03/2024,44,13,,,,,,,,
addVerdict,House north list beautiful health then last ever.,28/02/2023,29,14,,,,,,,,
addVerdict,Whom finish pull table cause move.,13/04/2023,26,5,,,,,,,,
addVerdict,Fine assume edge fine college deal nation.,20/09/2023,27,0,,,,,,,,
addVerdict,Seek trial ground daughter offer maintain low blood fill toward day go term bed.,13/10/2023,28,9,,,,,,,,
addVerdict,Game entire trial on data reveal tell those eight job per.,1/2/2023,29,2,,,,,,,,
addVerdict,Gun detail be second wife science member any ability thought.,6/10/2024,30,10,,,,,,,,
addVerdict,Kind leave ever create myself city friend site operation us few so idea.,23/06/2023,31,1,,,,,,,,
addVerdict,Cost above laugh better option per image.,1/5/2023,32,11,,,,,,,,
addVerdict,Station ten meeting enough remember act dog impact.,7/3/2024,33,7,,,,,,,,
addVerdict,Common develop mind name yet analysis.,2/6/2023,34,0,,,,,,,,
removeDepartment,100,,,,,,,,,,,
removeDepartment,100,,,,,,,,,,,
removeLawyer,79,,,,,,,,,,,
removeLawyer,80,,,,,,,,,,,
removeJudge,26,,,,,,,,,,,
removeJudge,27,,,,,,,,,,,
removeJudge,28,,,,,,,,,,,
removeJudge,29,,,,,,,,,,,
removeJudge,30,,,,,,,,,,,
removeVerdict,2,,,,,,,,,,,
removeVerdict,5,,,,,,,,,,,
removeVerdict,3,,,,,,,,,,,
removeAccused,3,,,,,,,,,,,
removeAccused,4,,,,,,,,,,,
removeAccused,5,,,,,,,,,,,
removeCase,2,,,,,,,,,,,
removeCase,14,,,,,,,,,,,
space,,,,,,,,,,,,
howManyCasesBefore,21/11/2024,,,,,,,,,,,
space,,,,,,,,,,,,
differenceBetweenTheLatestAndEarliestCase,76,,,,,,,,,,,
space,,,,,,,,,,,,
printMostExperiencedJudge,,,,,,,,,,,,
space,,,,,,,,,,,,
getAccusedWithMaxCasesByLawyers,criminal,,,,,,,,,,,
space,,,,,,,,,,,,
lawyersThatWorkWithMoreThanOneCase,,,,,,,,,,,,
space,,,,,,,,,,,,
findInactiveCasesCountByDepartment,,,,,,,,,,,,
space,,,,,,,,,,,,
appointANewManager,105,,,,,,,,,,,
space,,,,,,,,,,,,
getRequiredCase,,,,,,,,,,,,
space,,,,,,,,,,,,
finish,,,,,,,,,,,,
